設備ID,発電事業者名,代表者名,事業者の住所,事業者の電話番号,発電設備区分,発電出力（kW）,発電設備の所在地,,太陽電池の合計出力（kW）,新規認定日,運転開始報告年月,事業用太陽光地域活用要件の該当の有無,,廃棄費用の積立方法,廃棄費用の積立状況,調達期間終了年月
AB48180H46,齋藤　義明,,,,太陽光,49.5,鹿児島県薩摩川内市入来町浦之名１１１０５,0,103.6,2019年3月11日,2022年2月,-,-,外部積立て,-,2041年12月
AB48181H46,三谷　崇史,,,,太陽光,49.5,鹿児島県薩摩川内市入来町浦之名１１１０２,2,103.6,2019年3月11日,2021年7月,-,-,外部積立て,-,2041年6月
AB48182H46,六道株式会社,衛藤　智晃,福岡県福岡市東区香椎照葉５－１－１４－８０８,,太陽光,49.5,鹿児島県肝属郡東串良町川東３７０６－１,1,99,2019年3月11日,2019年12月,-,-,外部積立て,-,2039年11月
AB48184H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県薩摩川内市入来町浦之名１１１０４－１,0,103.6,2019年3月11日,2020年11月,-,-,外部積立て,-,2040年9月
AB48186H46,株式会社　コールドテクノ,前野　謙二郎,鹿児島県鹿児島市西別府町２９９５－１０,099-282-8855,太陽光,49.5,鹿児島県日置市日吉町日置１９７６－１,1,90.7,2019年3月11日,2019年7月,-,-,外部積立て,-,2039年6月
AB48187H46,株式会社　コールドテクノ,前野　謙二郎,鹿児島県鹿児島市西別府町２９９５－１０,099-282-8855,太陽光,49.5,鹿児島県鹿児島市西別府町２９２８－１,1,90.7,2019年3月11日,2019年12月,-,-,外部積立て,-,2039年11月
AB48188H46,大迫　順子,,,,太陽光,49.5,鹿児島県南さつま市金峰町尾下１７０６－１,0,92.8,2019年3月11日,2020年2月,-,-,外部積立て,-,2040年1月
AB48190H46,合同会社リシェス,古川　紘之,千葉県流山市おおたかの森北２‐２７‐１５,,太陽光,49.5,鹿児島県薩摩川内市樋脇町塔之原３４１３－２,0,100.4,2019年3月11日,2020年3月,-,-,外部積立て,-,2040年1月
AB48193H46,松浦　敬司,,,,太陽光,49.5,鹿児島県薩摩川内市寄田町字吹揚１－３３,0,103.1,2019年3月11日,2021年3月,-,-,外部積立て,-,2041年1月
AB48194H46,株式会社ライズ,吉田圭吾,東京都千代田区平河町２－１６－２,03-6268-8613,太陽光,49.5,鹿児島県南九州市知覧町厚地５９１－２,2,93.4,2019年3月11日,2022年2月,-,-,外部積立て,-,2042年1月
AB48196H46,株式会社ウィステリア,藤原佳菜子,東京都品川区東五反田１−７−８ドゥーエ五反田１００３,,太陽光,49.5,鹿児島県南さつま市金峰町大坂字東貝持ヶ宇都２１７７,0,108.2,2019年3月11日,2020年7月,-,-,外部積立て,-,2040年6月
AB48197H46,小出　菜穂,,,,太陽光,49.5,鹿児島県鹿屋市串良町上小原字早馬ノ元５３９８,2,133.1,2019年3月11日,2021年3月,-,-,外部積立て,-,2041年1月
AB48199H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県南さつま市加世田津貫字尾室２５８９－１,0,108,2019年3月11日,2021年6月,-,-,外部積立て,-,2041年2月
AB48200H46,比金　健太,,,,太陽光,49.5,鹿児島県南さつま市加世田津貫字尾室２６０４－１,0,108,2019年3月11日,2020年11月,-,-,外部積立て,-,2040年10月
AB48202H46,株式会社ケイテック,川﨑　勉,大阪府大阪市中央区瓦町２－５－８瓦町スクエアビル８階,06-6809-5129,太陽光,49.5,鹿児島県志布志市志布志町田之浦字宮地原３０１－５,0,135.7,2019年3月11日,2020年10月,-,-,外部積立て,-,2040年8月
AB48203H46,清藤　裕毅,,,,太陽光,49.5,鹿児島県日置市吹上町永吉字六枝１１９１,1,108,2019年3月11日,2020年11月,-,-,外部積立て,-,2040年10月
AB48204H46,藤原　裕望,,,,太陽光,49.5,鹿児島県南さつま市金峰町大坂字山口下５７０７－１,0,108,2019年3月11日,2020年10月,-,-,外部積立て,-,2040年9月
AB48205H46,加藤　治人,,,,太陽光,49.5,鹿児島県鹿屋市輝北町平房字鳥居ケ段１９９６－２,0,133.1,2019年3月11日,2021年12月,-,-,外部積立て,-,2041年11月
AB48207H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県日置市吹上町永吉字永迫９８２－１,2,108,2019年3月11日,2021年6月,-,-,外部積立て,-,2041年2月
AB48208H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県日置市吹上町永吉字鬼塚１５３１,0,108,2019年3月11日,2021年6月,-,-,外部積立て,-,2041年2月
AB48209H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県薩摩川内市中村町６５００,3,103.6,2019年3月11日,2020年11月,-,-,外部積立て,-,2040年9月
AB48210H46,栃原　竜二,,,,太陽光,49.5,鹿児島県伊佐市大口篠原字篠原２０８１－１,0,91.5,2019年3月11日,2019年10月,-,-,外部積立て,-,2039年8月
AB48211H46,松浦　良則,,,,太陽光,49.5,鹿児島県阿久根市脇本字廣迫３６８１,1,98.8,2019年3月11日,2019年8月,-,-,外部積立て,-,2039年6月
AB48213H46,稲田　裕一,,,,太陽光,21.9,鹿児島県姶良市平松１８６０,0,23.4,2019年3月11日,2019年11月,-,-,外部積立て,-,2039年8月
AB48214H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県薩摩川内市樋脇町塔之原１２５２７,1,103.6,2019年3月11日,2020年11月,-,-,外部積立て,-,2040年8月
AB48215H46,株式会社オフィス宮寺,宮寺　幸子,埼玉県飯能市下直竹１１５６－２,,太陽光,49.5,鹿児島県曽於市末吉町諏訪方口辨木１０７４,0,98.2,2019年3月11日,2020年9月,-,-,外部積立て,-,2040年8月
AB48216H46,京セラコミュニケーションシステム株式会社,黒瀬　善仁,京都府京都市伏見区竹田鳥羽殿町６京セラ本社ビル内,075-604-3550,太陽光,49.5,鹿児島県霧島市溝辺町有川字丹生付２８７１－１,0,88.4,2019年3月11日,2020年7月,-,-,外部積立て,-,2040年6月
AB48217H46,櫻井　律子,,,,太陽光,49.5,鹿児島県枕崎市美原町３９１－２,0,83.1,2019年3月11日,2020年9月,-,-,外部積立て,-,2040年8月
AB48218H46,有限会社熊本第一ファーム,田端　幸定,熊本県熊本市東区江津４－２－１４,,太陽光,49.5,鹿児島県志布志市松山町新橋４９７９,0,90.7,2019年3月11日,2020年9月,-,-,外部積立て,-,2040年8月
AB48219H46,京セラコミュニケーションシステム株式会社,黒瀬　善仁,京都府京都市伏見区竹田鳥羽殿町６京セラ本社ビル内,075-604-3550,太陽光,49.5,鹿児島県霧島市溝辺町有川字上人田３０４０ー１,0,98.2,2019年3月11日,2020年3月,-,-,外部積立て,-,2040年2月
AB48220H46,有限会社ナガイエ食品,永家　隆行,熊本県熊本市東区画図町下無田１４７５－１,096-370-2900,太陽光,49.5,鹿児島県曽於市末吉町諏訪方字霧島塚岡１００８９,0,101.4,2019年3月11日,2020年9月,-,-,外部積立て,-,2040年7月
AB48222H46,株式会社アールパワージェネレーション,馬込　里砂,鹿児島県鹿児島市唐湊１－７－８　セジュール園田Ｃ－１０２,,太陽光,49.5,鹿児島県枕崎市板敷西町３０９,2,99.3,2019年3月11日,2023年2月,-,-,外部積立て,-,2042年2月
AB48224H46,有限会社渋谷ハウジング,渋谷　恵,茨城県つくば市西高野８１２,,太陽光,49.5,鹿児島県鹿屋市串良町有里５０４９－１,0,97.2,2019年3月11日,2022年12月,-,-,外部積立て,-,2042年2月
AB48225H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県薩摩川内市東郷町南瀬３１１３－１,0,103.6,2019年3月11日,2021年1月,-,-,外部積立て,-,2040年11月
AB48228H46,株式会社藤商事,藤﨑　小百合,鹿児島県鹿屋市札元１－２４－２５,0994-41-1818,太陽光,49.5,鹿児島県鹿屋市串良町有里８５０９,1,93.2,2019年3月11日,2019年11月,-,-,外部積立て,-,2039年9月
AB48229H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県薩摩川内市入来町副田２４７４－５,1,103.6,2019年3月11日,2020年11月,-,-,外部積立て,-,2040年9月
AB48230H46,大野　翔平,,,,太陽光,49.5,鹿児島県枕崎市桜山東町１３９,1,96,2019年3月11日,2020年9月,-,-,外部積立て,-,2040年8月
AB48232H46,株式会社　みつば商事,牧　才弘,鹿児島県鹿屋市札元１－６－１７　ラクパハウスⅡＣ－０４,,太陽光,49.5,鹿児島県鹿屋市串良町有里８２４６－２,0,99.9,2019年3月11日,2022年10月,-,-,外部積立て,-,2042年2月
AB48233H46,田邊　高志,,,,太陽光,49.5,鹿児島県薩摩川内市入来町浦之名１１１１２,1,104.2,2019年3月11日,2021年8月,-,-,外部積立て,-,2041年6月
AB48234H46,リコーリース株式会社,中村　徳晴,東京都千代田区紀尾井町４－１,03-6204-0845,太陽光,49.5,鹿児島県薩摩川内市入来町浦之名１１００６－２,1,103.6,2019年3月11日,2020年11月,-,-,外部積立て,-,2040年9月
AB48235H46,吉田　悦朗,,,,太陽光,49.5,鹿児島県姶良郡湧水町木場３９３６－１,0,91.8,2019年3月11日,2022年9月,-,-,外部積立て,-,2042年2月
AB48237H46,株式会社三九,西園　充,鹿児島県阿久根市西目５２０－１,0996-73-1122,太陽光,49.5,鹿児島県阿久根市西目５２３,6,100.5,2019年3月11日,2020年6月,-,-,外部積立て,-,2040年4月
AB48239H46,原田　悠史,,,,太陽光,49.5,鹿児島県姶良郡湧水町川西１０６３－１,0,91.8,2019年3月11日,2021年5月,-,-,外部積立て,-,2041年4月
AB48240H46,末永　博巳,,,,太陽光,49.5,鹿児島県鹿屋市串良町細山田４０９１,1,110.2,2019年3月11日,2023年5月,-,-,外部積立て,-,2042年2月
AB48241H46,川野　加州年,,,,太陽光,49.5,鹿児島県大島郡伊仙町大字木之香字平竿３９４－１,0,95,2019年3月11日,2020年4月,-,-,外部積立て,-,2040年2月
AB48242H46,池田　拓哉,,,,太陽光,49.5,鹿児島県曽於市末吉町南之郷７２３４－３,2,109.8,2019年3月11日,2020年2月,無,無,外部積立て,-,2040年1月
AB48243H46,末永　博巳,,,,太陽光,49.5,鹿児島県鹿屋市串良町細山田４１０８,0,110.2,2019年3月11日,2023年5月,-,-,外部積立て,-,2042年2月
AB48245H46,合同会社ガーベラ,竹之下　智子,鹿児島県出水市平和町４８３,,太陽光,49.5,鹿児島県出水市上大川内３４０１－４,0,120.6,2019年3月11日,2022年5月,-,-,外部積立て,-,2042年2月
AB48246H46,池下　敏廣,,,,太陽光,49.5,鹿児島県霧島市福山町佳例川４６５２－５,0,106.9,2019年3月11日,2020年10月,-,-,外部積立て,-,2040年9月
AB48247H46,株式会社　南九,山下　伸也,鹿児島県鹿屋市下堀町９５７８‐５,0994-44-1860,太陽光,49.5,鹿児島県鹿屋市吾平町麓１８９５,0,97.6,2019年3月11日,2020年2月,-,-,外部積立て,-,2039年12月
AB48248H46,藤井　悠輔,,,,太陽光,49.5,鹿児島県志布志市志布志町安楽字沢津迫５２３７－７,0,133.1,2019年3月11日,2021年3月,-,-,外部積立て,-,2040年12月
AB48249H46,株式会社平岩,竹之下　主税,鹿児島県出水市知識町３５４－１,0996-68-4111,太陽光,49.5,鹿児島県出水市高尾野町下水流１９４１－２,0,120.6,2019年3月11日,2023年6月,-,-,外部積立て,-,2042年2月
AB48250H46,森高　幸子,,,,太陽光,49.5,鹿児島県曽於市末吉町諏訪方９０６６－２,0,101.7,2019年3月11日,2020年12月,-,-,外部積立て,-,2040年10月
AB48251H46,小川内　陽介,,,,太陽光,49.5,鹿児島県薩摩郡さつま町広瀬３４５５－１８,0,99,2019年3月11日,2019年10月,-,-,外部積立て,-,2039年9月
AB48252H46,村上　夕加里,,,,太陽光,49.5,鹿児島県阿久根市大川１０４６８－１,0,92.4,2019年3月11日,2021年10月,無,無,外部積立て,-,2041年9月
AB48253H46,大城　幸隼,,,,太陽光,49.5,鹿児島県鹿児島市油須木町２１９,5,106.9,2019年3月11日,2020年9月,-,-,外部積立て,-,2040年7月
AB48255H46,成瀬　正樹,,,,太陽光,49.5,鹿児島県鹿屋市下高隈町５７６６－１,0,165,2019年3月11日,2021年10月,-,-,外部積立て,-,2041年8月
AB48257H46,柴田　啓介,,,,太陽光,49.5,鹿児島県薩摩郡さつま町湯田１８８０－２,0,108,2019年3月11日,2021年4月,-,-,外部積立て,-,2041年3月
AB48258H46,工藤　哲,,,,太陽光,49.5,鹿児島県曽於市末吉町諏訪方９０６６－１,0,93.9,2019年3月11日,2020年12月,-,-,外部積立て,-,2040年10月
AB48259H46,有村　公洋,,,,太陽光,49.5,鹿児島県阿久根市脇本６３１１－３,0,100.6,2019年3月11日,2021年10月,無,無,外部積立て,-,2041年8月
AB48260H46,池尻　昭仁,,,,太陽光,49.5,鹿児島県鹿屋市串良町有里８４９６,2,99,2019年3月11日,2019年10月,-,-,外部積立て,-,2039年8月
AB48261H46,新町　剛史,,,,太陽光,49.5,鹿児島県曽於市末吉町諏訪方９０６６－３,0,98.7,2019年3月11日,2020年12月,-,-,外部積立て,-,2040年10月
AB48264H46,合同会社アイティーエナジーラボ,井谷　剛,宮崎県宮崎市江平東一丁目４－８　１Ｆ,0985-71-3060,太陽光,49.5,鹿児島県薩摩川内市永利町字山田山２２６０－３,1,81.2,2019年3月11日,2020年8月,-,-,外部積立て,-,2040年6月
AB48265H46,有限会社牧製茶,牧　順一,鹿児島県鹿屋市串良町有里８２８２,0994-62-3432,太陽光,49.5,鹿児島県鹿屋市串良町細山田４６４６－１,1,97.2,2019年3月11日,2023年4月,-,-,外部積立て,-,2042年2月
AB48266H46,有限会社牧製茶,牧　順一,鹿児島県鹿屋市串良町有里８２８２,0994-62-3432,太陽光,49.5,鹿児島県鹿屋市下高隈町４５９９,0,97.2,2019年3月11日,2022年10月,-,-,外部積立て,-,2042年2月
AB48268H46,田中　真一郎,,,,太陽光,49.5,鹿児島県伊佐市大口曽木字石取場２７６２－１,0,89,2019年3月11日,2020年2月,-,-,外部積立て,-,2040年1月
AB48270H46,有限会社牧製茶,牧　順一,鹿児島県鹿屋市串良町有里８２８２,0994-62-3432,太陽光,49.5,鹿児島県鹿屋市下高隈町４６１３－２,0,97.2,2019年3月11日,2022年8月,-,-,外部積立て,-,2042年2月
AB48271H46,九州おひさま発電株式会社,永山　在紀,鹿児島県鹿児島市鴨池新町６－６,099-230-7195,太陽光,49.5,鹿児島県いちき串木野市薩摩山３１３３－１,2,74.5,2019年3月11日,2020年3月,-,-,外部積立て,-,2039年12月
AB48272H46,株式会社はしコーポレーション,枦　壽一,鹿児島県阿久根市塩浜町１－１３,0996-72-1255,太陽光,49.5,鹿児島県出水郡長島町川床３７１４,0,99,2019年3月11日,2019年6月,-,-,外部積立て,-,2039年3月
AB48273H46,有限会社牧製茶,牧　順一,鹿児島県鹿屋市串良町有里８２８２,0994-62-3432,太陽光,49.5,鹿児島県肝属郡肝付町後田３９４１－２,0,97.2,2019年3月11日,2023年11月,-,-,外部積立て,-,2042年2月
AB48274H46,株式会社アイテム,工藤哲,福岡市早良区有田４－１－３７,092-407-0266,太陽光,49.5,鹿児島県曽於市財部町下財部５９８８,0,100.8,2019年3月11日,2020年5月,-,-,外部積立て,-,2040年4月
AB48275H46,株式会社平岩,竹之下　主税,鹿児島県出水市知識町３５４－１,0996-68-4111,太陽光,49.5,鹿児島県出水市野田町上名５０,5,120.6,2019年3月11日,2022年5月,-,-,外部積立て,-,2042年2月
AB48276H46,谷口　広次,,,,太陽光,49.5,鹿児島県薩摩郡さつま町田原１９５１,0,90,2019年3月11日,2019年12月,-,-,外部積立て,-,2039年11月
AB48277H46,有限会社牧製茶,牧　順一,鹿児島県鹿屋市串良町有里８２８２,0994-62-3432,太陽光,49.5,鹿児島県肝属郡肝付町新富７４６５－３,0,97.2,2019年3月11日,2024年2月,-,-,外部積立て,-,2042年2月
AB48278H46,株式会社オフィス宮寺,宮寺　幸子,埼玉県飯能市下直竹１１５６－２,,太陽光,49.5,鹿児島県曽於市財部町下財部５９９３－４,0,99,2019年3月11日,2020年6月,-,-,外部積立て,-,2040年5月
AB48279H46,株式会社エスココーポレーション,北山　秀典,岡山県岡山市北区今４ー１５ー３３,086-239-8172,太陽光,49.5,鹿児島県霧島市国分上之段７１２,0,79.8,2019年3月11日,2023年2月,無,無,外部積立て,-,2042年2月
AB48280H46,村岡　大平,,,,太陽光,49.5,鹿児島県薩摩川内市中村町２４３４－９,0,106.9,2019年3月11日,2020年10月,-,-,外部積立て,-,2040年9月
AB48282H46,羽野　珠穂,,,,太陽光,49.5,鹿児島県肝属郡東串良町川東４３３０,1,99,2019年3月11日,2019年9月,-,-,外部積立て,-,2039年7月
AB48284H46,やまとソーラープラント株式会社,岩﨑　健太,鹿児島県霧島市国分下井２２９７－１０,,太陽光,49.5,鹿児島県日置市日吉町日置９３９,1,90.7,2019年3月11日,2020年10月,-,-,外部積立て,-,2040年9月
AB48287H46,株式会社アドミラル,田浦　天志,鹿児島県志布志市志布志町志布志２－１－１４,,太陽光,49.5,鹿児島県志布志市志布志町帖７０１５,0,61,2019年3月11日,2019年11月,-,-,外部積立て,-,2039年10月
AB48291H46,荒木　雄平,,,,太陽光,49.5,鹿児島県曽於市末吉町深川６７２０－３,0,107.9,2019年3月11日,2022年2月,-,-,外部積立て,-,2041年12月
AB48292H46,中村　達也,,,,太陽光,49.5,鹿児島県曽於市大隅町岩川７１７,2,95,2019年3月11日,2019年7月,-,-,外部積立て,-,2039年6月
AB48294H46,谷口　雄一,,,,太陽光,49.5,鹿児島県薩摩郡さつま町田原１９４０,0,87,2019年3月11日,2019年11月,-,-,外部積立て,-,2039年10月
AB48295H46,株式会社アイテクノ,伊藤　誠一郎,熊本県八代市若草町８－２,096-200-6397,太陽光,49.5,鹿児島県出水市武本１０６０－１,1,106.9,2019年3月11日,2022年3月,-,-,外部積立て,-,2042年2月
AB48296H46,石場　正寿,,,,太陽光,49.5,鹿児島県南九州市知覧町西元１１０４８―１,0,95,2019年3月11日,2021年5月,-,-,外部積立て,-,2041年4月
AB48297H46,山口　卓也,,,,太陽光,49.5,鹿児島県肝属郡南大隅町根占川北字野ケ峯後１１２９９,0,121,2019年3月11日,2022年3月,-,-,外部積立て,-,2042年2月
AB48298H46,谷口　勝規,,,,太陽光,49.5,鹿児島県薩摩郡さつま町田原１９４３,0,87,2019年3月11日,2019年11月,-,-,外部積立て,-,2039年10月
AB48299H46,株式会社あけぼの太陽光発電,板敷　厚弘,鹿児島県枕崎市板敷本町９５,0993-76-2025,太陽光,48.4,鹿児島県枕崎市板敷本町９３,1,50.1,2019年3月11日,2020年4月,-,-,外部積立て,-,2040年3月
AB48300H46,脇迫　和嘉,,,,太陽光,49.5,鹿児島県曽於市末吉町二之方３９７２－４,0,108,2019年3月11日,2023年2月,-,-,外部積立て,-,2042年2月
AB48302H46,山下　繁樹,,,,太陽光,49.5,鹿児島県曽於市財部町北俣３２７４－３,0,97.2,2019年3月11日,2019年8月,-,-,外部積立て,-,2039年7月
AB48305H46,甲斐　昭弘,,,,太陽光,49.5,鹿児島県曽於市財部町北俣３２７４－２,0,97.2,2019年3月11日,2019年8月,-,-,外部積立て,-,2039年7月
AB48306H46,趙　晶,,,,太陽光,49.5,鹿児島県曽於市財部町北俣３２７８－１,1,97.2,2019年3月11日,2019年8月,-,-,外部積立て,-,2039年7月
AB48308H46,近畿新電力株式会社,辰己　誠,兵庫県尼崎市大西町３－２－２９,06-6427-8118,太陽光,49.5,鹿児島県姶良郡湧水町中津川字下沼１７３３－１４,0,120.6,2019年3月11日,2021年1月,-,-,外部積立て,-,2040年12月
AB48311H46,福元　淳,,,,太陽光,49.5,鹿児島県鹿屋市寿８－７２６８－１,0,100.6,2019年3月11日,2020年12月,-,-,外部積立て,-,2040年11月
AB48315H46,大丸ユニオン株式会社,藤崎　英樹,鹿児島県鹿屋市寿８－１０－５,0994-40-9545,太陽光,49.5,鹿児島県鹿屋市串良町有里４８９９,0,99.9,2019年3月11日,2020年2月,-,-,外部積立て,-,2039年12月
AB48317H46,秋元　明雄,,,,太陽光,49.5,鹿児島県霧島市国分上之段字柳ノ谷２２８８－１,0,120.9,2019年3月11日,2022年4月,-,-,外部積立て,-,2042年2月
AB48320H46,株式会社ケイテック,川﨑　勉,大阪府大阪市中央区瓦町２－５－８瓦町スクエアビル８階,06-6809-5129,太陽光,49.5,鹿児島県肝属郡錦江町神川字遠目塚１２８６－１,0,122.6,2019年3月11日,2021年7月,-,-,外部積立て,-,2041年5月
AB48323H46,合同会社クマクマオ,増田　明子,兵庫県神戸市中央区加納町３丁目１番２５－５０８号,,太陽光,38.5,鹿児島県日置市東市来町湯田５９２３－１,0,73.9,2019年3月11日,2020年9月,-,-,外部積立て,-,2040年7月
AB48324H46,佐々木　健太郎,,,,太陽光,49.5,鹿児島県伊佐市大口下殿字須和野４６３－３,2,92.1,2019年3月11日,2019年12月,-,-,外部積立て,-,2039年10月
AB48328H46,岡田　英昭,,,,太陽光,49.5,鹿児島県姶良郡湧水町木場６１３０－３,0,110.1,2019年3月11日,2020年6月,無,無,外部積立て,-,2040年5月
AB48329H46,株式会社ソーホーズインターナショナル,細川　正人,福井県福井市高木中央２－４００７－２Ｆ,0776-58-2282,太陽光,49.5,鹿児島県姶良郡湧水町般若寺字上井尻１６８８,0,120.5,2019年3月11日,2021年5月,-,-,外部積立て,-,2041年3月
AB48330H46,合同会社エリソーラー,池上　成満,宮崎県宮崎市神宮東２－６－３,0985-26-6554,太陽光,49.5,鹿児島県鹿屋市輝北町下百引８０６－３,0,90,2019年3月11日,2020年6月,-,-,外部積立て,-,2040年5月
AB48332H46,株式会社スクラッチガレージ,永山　淳二,東京都中野区南台２－９－１－１１０３,,太陽光,49.5,鹿児島県出水市武本１５２１８,0,99,2019年3月11日,2019年11月,-,-,外部積立て,-,2039年10月
AB48336H46,上妻　敏浩,,,,太陽光,49.5,鹿児島県出水市武本２３７６,1,106.9,2019年3月11日,2020年9月,無,無,外部積立て,-,2040年8月
AB48339H46,宮坂　亮佑,,,,太陽光,38.5,鹿児島県日置市日吉町吉利６８４６,1,73.9,2019年3月11日,2020年2月,-,-,外部積立て,-,2040年1月
AB48340H46,有限会社　堀之内農園,堀之内　辰男,鹿児島県鹿屋市高牧町１５２５７－６,0994-46-4124,太陽光,49.5,鹿児島県鹿屋市野里町１５０９,0,83.1,2019年3月11日,2019年9月,-,-,外部積立て,-,2039年8月
AB48341H46,近畿新電力株式会社,辰己　誠,兵庫県尼崎市大西町３－２－２９,06-6427-8118,太陽光,49.5,鹿児島県姶良郡湧水町木場字川原口３３３１－５６,0,120.6,2019年3月11日,2021年1月,-,-,外部積立て,-,2040年12月
AB48342H46,近畿新電力株式会社,辰己　誠,兵庫県尼崎市大西町３－２－２９,06-6427-8118,太陽光,49.5,鹿児島県姶良郡湧水町木場字鎮守原４４２２－２,0,120.6,2019年3月11日,2020年12月,-,-,外部積立て,-,2040年10月
AB48343H46,田中　優二,,,,太陽光,49.5,鹿児島県出水市高尾野町下水流１６９３－１,1,100.5,2019年3月11日,2020年6月,-,-,外部積立て,-,2040年5月
AB48345H46,山副　彰平,,,,太陽光,49.5,鹿児島県姶良郡湧水町般若寺１６８７－１,0,91.8,2019年3月11日,2020年10月,-,-,外部積立て,-,2040年9月
AB48346H46,加藤　治人,,,,太陽光,49.5,鹿児島県指宿市小牧字八幡迫５－２,1,132.7,2019年3月11日,2021年12月,-,-,外部積立て,-,2041年10月
AB48347H46,Ｎａｉｙｏ合同会社,木村　治紀,兵庫県尼崎市上坂部１ー８ー１ー１３１８,,太陽光,49.5,鹿児島県霧島市牧園町持松１９０６－１,0,83.1,2019年3月11日,2020年7月,-,-,外部積立て,-,2040年6月
AB48348H46,株式会社サンエナジー,朝倉　耕二,鹿児島県鹿屋市串良町岡崎２５７２－１,,太陽光,49.5,鹿児島県鹿屋市串良町上小原４４７４,0,79.9,2019年3月11日,2019年10月,-,-,外部積立て,-,2039年9月
AB48349H46,環境エンジニアリング合同会社,高月　大輔,宮崎県宮崎市谷川二丁目３番３号　岡上ビル１０３号,,太陽光,49.5,鹿児島県薩摩川内市寄田町１－３５,0,91.8,2019年3月11日,2020年8月,-,-,外部積立て,-,2040年7月
AB48350H46,株式会社ミライネクト,新海　優,愛知県名古屋市中区千代田３－２２－８,,太陽光,49.5,鹿児島県鹿屋市大浦町１４５００－１,0,97.2,2019年3月11日,2021年7月,-,-,外部積立て,-,2041年6月
AB48352H46,一木　拓哉,,,,太陽光,49.5,鹿児島県志布志市志布志町帖４８０２－１,0,110.8,2019年3月11日,2021年11月,-,-,外部積立て,-,2041年9月
AB48353H46,株式会社リアライズソレイユ,浅倉康之,大阪府大阪市中央区南船場一丁目１３番２０号,,太陽光,49.5,鹿児島県肝属郡南大隅町根占川北字野ケ峯後１１２９８－１,0,108.6,2019年3月11日,2022年3月,-,-,外部積立て,-,2042年2月
AB48359H46,青木　真,,,,太陽光,49.5,鹿児島県南さつま市金峰町浦之名１３４３－１,1,97.2,2019年3月11日,2019年11月,-,-,外部積立て,-,2039年10月
AB48360H46,串山　紘生,,,,太陽光,49.5,鹿児島県霧島市国分上之段２３４８－２,0,120.9,2019年3月11日,2022年4月,-,-,外部積立て,-,2042年2月
AB48361H46,合同会社ＡＣＣＯＲＤ,本村　勇一郎,福岡県筑後市富久８３３番地５サニータウンⅡ２０号,092-292-8089,太陽光,49.5,鹿児島県肝属郡錦江町神川字中大迫１９７７－３,0,117,2019年3月11日,2021年1月,-,-,外部積立て,-,2040年12月
AB48364H46,黒木　崇文,,,,太陽光,38.5,鹿児島県南さつま市笠沙町赤生木９７１８－１,0,82.8,2019年3月11日,2022年1月,-,-,外部積立て,-,2041年12月
AB48366H46,田畑　和輝,,,,太陽光,49.5,鹿児島県南九州市知覧町西元字竪山出口西１１０８４―１,0,95,2019年3月11日,2021年10月,-,-,外部積立て,-,2041年9月
AB48367H46,株式会社三典,吉川　煕秀,大阪府大阪市西淀川区御幣島４－３－６,06-6473-7459,太陽光,49.5,鹿児島県薩摩川内市寄田町字東池１８１,0,120,2019年3月11日,2020年5月,-,-,外部積立て,-,2040年3月
AB48368H46,有限会社　折尾正光園,折尾　博文,鹿児島県南九州市頴娃町上別府５６６８－１,,太陽光,49.5,鹿児島県南九州市頴娃町上別府５７１３－４,0,85.5,2019年3月11日,2021年9月,-,-,外部積立て,-,2041年6月
AB48371H46,永留　秀幸,,,,太陽光,49.5,鹿児島県枕崎市豊留町６５１,2,95,2019年3月11日,2022年8月,-,-,外部積立て,-,2042年2月
AB48373H46,後藤　公一,,,,太陽光,49.5,鹿児島県肝属郡錦江町神川字中大迫１９７７－１,0,117,2019年3月11日,2020年9月,-,-,外部積立て,-,2040年8月
AB48374H46,株式会社三典,吉川　煕秀,大阪府大阪市西淀川区御幣島４－３－６,06-6473-7459,太陽光,49.5,鹿児島県薩摩川内市寄田町字蕨野８６０－５,0,120,2019年3月11日,2020年4月,-,-,外部積立て,-,2040年3月
AB48375H46,株式会社ハート・エン企画,中村　英俊,宮崎県北諸県郡三股町大字宮村３３２７－１,,太陽光,49.5,鹿児島県南九州市知覧町西元１０３３６―１９,0,95,2019年3月11日,2023年1月,-,-,外部積立て,-,2042年2月
AB48376H46,古賀　史重,,,,太陽光,49.5,鹿児島県出水市高尾野町柴引字迫田２６４２－１,2,103.6,2019年3月11日,2019年10月,-,-,外部積立て,-,2039年8月
